Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time,Comment
2018-01-19,Pec Dec,Chest,120.0,8,,,,""
2018-01-19,Pec Dec,Chest,145.0,12,,,,""
2018-01-19,Dumbbell Shoulder Press,Shoulders,30.0,15,,,,""
2018-01-19,Dumbbell Shoulder Press,Shoulders,25.0,15,,,,""
2018-01-19,Dumbbell Shoulder Press,Shoulders,20.0,15,,,,""
2018-01-19,Lateral Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-01-19,Lateral Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-01-19,Lateral Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-01-19,Front Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-01-19,Front Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-01-19,Front Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-01-19,Flat Barbell Bench Press,Chest,165.0,10,,,,""
2018-01-19,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-01-22,Barbell Squat,Legs,135.0,10,,,,""
2018-01-22,Barbell Squat,Legs,155.0,10,,,,""
2018-01-22,Barbell Squat,Legs,155.0,10,,,,""
2018-01-22,Barbell Squat,Legs,155.0,10,,,,""
2018-01-22,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-01-22,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-01-22,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-01-22,Leg Press,Legs,265.0,10,,,,""
2018-01-22,Leg Press,Legs,265.0,10,,,,"Didn't do the 123"
2018-01-22,Leg Press,Legs,265.0,10,,,,""
2018-01-22,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-01-22,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-01-22,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-01-22,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-01-23,Pull Up,Back,1.0,10,,,,""
2018-01-23,Pull Up,Back,25.0,5,,,,"123 lift"
2018-01-23,Pull Up,Back,25.0,5,,,,""
2018-01-23,Pull Up,Back,25.0,5,,,,""
2018-01-23,Dumbbell Row,Back,55.0,8,,,,"123 lifting style for all these sets."
2018-01-23,Dumbbell Row,Back,55.0,8,,,,""
2018-01-23,Dumbbell Row,Back,55.0,8,,,,""
2018-01-23,Pull Up,Back,25.0,3,,,,""
2018-01-23,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2018-01-24,Undefined Ab Workout,Abs,1.0,1,,,,""
2018-01-24,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-01-26,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2018-01-26,Flat Barbell Bench Press,Chest,170.0,6,,,,"123 lift"
2018-01-26,Flat Barbell Bench Press,Chest,170.0,5,,,,"Need to try and hold the last rep of the set"
2018-01-26,Flat Barbell Bench Press,Chest,170.0,5,,,,"Held the last rep for 10 seconds, much better"
2018-01-26,Incline Dumbbell Bench Press,Chest,45.0,12,,,,"No 123 on this one"
2018-01-26,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-01-26,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-01-26,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-01-26,Pec Dec,Chest,120.0,8,,,,""
2018-01-26,Pec Dec,Chest,115.0,5,,,,""
2018-01-26,Pec Dec,Chest,115.0,3,,,,""
2018-01-26,Flat Barbell Bench Press,Chest,175.0,5,,,,"Barely made the last rep, didn't hold the last rep"
2018-01-26,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2018-01-29,Deadlift,Back,135.0,8,,,,""
2018-01-29,Deadlift,Back,250.0,5,,,,""
2018-01-29,Deadlift,Back,250.0,5,,,,""
2018-01-29,Deadlift,Back,250.0,5,,,,""
2018-01-29,Stiff-Legged Dumbbell Deadlift,Legs,50.0,8,,,,""
2018-01-29,Stiff-Legged Dumbbell Deadlift,Legs,50.0,8,,,,""
2018-01-29,Stiff-Legged Dumbbell Deadlift,Legs,50.0,8,,,,""
2018-01-29,Stiff-Legged Dumbbell Deadlift,Legs,50.0,8,,,,""
2018-01-29,Barbell Plie Squat,Legs,135.0,8,,,,""
2018-01-29,Barbell Plie Squat,Legs,135.0,8,,,,""
2018-01-29,Barbell Plie Squat,Legs,135.0,8,,,,""
2018-01-29,Deadlift,Back,250.0,5,,,,""
2018-01-29,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2018-01-30,Pull Up,Back,1.0,10,,,,""
2018-01-30,Pull Up,Back,30.0,4,,,,"Was too heavy and irritated my right shoulder"
2018-01-30,Pull Up,Back,25.0,5,,,,"123 lifting style"
2018-01-30,Pull Up,Back,27.5,5,,,,""
2018-01-30,Dumbbell Row,Back,55.0,8,,,,""
2018-01-30,Dumbbell Row,Back,55.0,8,,,,""
2018-01-30,Dumbbell Row,Back,55.0,8,,,,""
2018-01-30,Dumbbell Row,Back,55.0,8,,,,""
2018-01-30,Dumbbell Hammer Curl,Biceps,20.0,8,,,,"123 lifting style"
2018-01-30,Dumbbell Hammer Curl,Biceps,20.0,8,,,,""
2018-01-30,Dumbbell Hammer Curl,Biceps,20.0,8,,,,""
2018-01-30,Close Grip Dip,Triceps,1.0,8,,,,"123 lifting style"
2018-01-30,Close Grip Dip,Triceps,1.0,8,,,,""
2018-01-30,Close Grip Dip,Triceps,1.0,8,,,,""
2018-01-30,Pull Up,Back,27.5,4,,,,""
2018-01-30,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-02-01,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2018-02-01,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2018-02-01,Flat Barbell Bench Press,Chest,175.0,5,,,,"123 lifting style"
2018-02-01,Flat Barbell Bench Press,Chest,175.0,5,,,,"Held the last rep, good"
2018-02-01,Incline Dumbbell Bench Press,Chest,50.0,12,,,,"A little too heavy"
2018-02-01,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-02-01,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-02-01,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-02-01,Pec Dec,Chest,125.0,8,,,,"123 lifting style"
2018-02-01,Pec Dec,Chest,125.0,8,,,,""
2018-02-01,Pec Dec,Chest,125.0,8,,,,""
2018-02-01,Flat Barbell Bench Press,Chest,175.0,5,,,,""
2018-02-01,Flat Barbell Bench Press,Chest,175.0,5,,,,""
2018-02-01,Flat Barbell Bench Press,Chest,175.0,5,,,,""
2018-02-02,Barbell Squat,Legs,135.0,10,,,,"123 lifting style"
2018-02-02,Barbell Squat,Legs,165.0,10,,,,""
2018-02-02,Barbell Squat,Legs,165.0,10,,,,""
2018-02-02,Barbell Squat,Legs,165.0,10,,,,""
2018-02-02,Leg Press,Legs,265.0,10,,,,""
2018-02-02,Leg Press,Legs,265.0,10,,,,""
2018-02-02,Leg Press,Legs,265.0,10,,,,""
2018-02-05,Pull Up,Back,1.0,10,,,,""
2018-02-05,Pull Up,Back,15.0,5,,,,""
2018-02-05,Pull Up,Back,30.0,5,,,,"123 lifting style"
2018-02-05,Pull Up,Back,30.0,4,,,,""
2018-02-05,Dumbbell Row,Back,60.0,8,,,,""
2018-02-05,Dumbbell Row,Back,60.0,8,,,,""
2018-02-05,Dumbbell Row,Back,60.0,8,,,,""
2018-02-05,Dumbbell Row,Back,60.0,8,,,,""
2018-02-05,Lat Pulldown,Back,120.0,4,,,,"Right bicep was stinging a bit after the dummbbell rows. Ice immediately when home"
2018-02-05,Pull Up,Back,27.5,4,,,,""
2018-02-05,Pull Up,Back,27.5,4,,,,""
2018-02-05,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-02-09,Flat Barbell Bench Press,Chest,135.0,5,,,,""
2018-02-09,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2018-02-09,Flat Barbell Bench Press,Chest,170.0,3,,,,""
2018-02-09,Flat Barbell Bench Press,Chest,180.0,5,,,,"123 lifting style"
2018-02-09,Pec Dec,Chest,130.0,8,,,,""
2018-02-09,Flat Barbell Bench Press,Chest,180.0,5,,,,""
2018-02-09,Flat Barbell Bench Press,Chest,180.0,5,,,,""
2018-02-09,Flat Barbell Bench Press,Chest,180.0,5,,,,""
2018-02-09,Flat Barbell Bench Press,Chest,180.0,5,,,,""
2018-02-09,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-02-13,Barbell Squat,Legs,135.0,10,,,,""
2018-02-13,Barbell Squat,Legs,165.0,10,,,,""
2018-02-13,Barbell Squat,Legs,165.0,10,,,,""
2018-02-13,Barbell Squat,Legs,165.0,10,,,,""
2018-02-13,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-02-13,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-02-13,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-02-13,Leg Press,Legs,265.0,10,,,,""
2018-02-13,Leg Press,Legs,265.0,10,,,,""
2018-02-13,Leg Press,Legs,265.0,10,,,,""
2018-02-13,Goblet Squat,Legs,0.0,15,,,,""
2018-02-13,Goblet Squat,Legs,0.0,15,,,,""
2018-02-13,Goblet Squat,Legs,0.0,15,,,,""
2018-02-13,Leg Extension Machine,Legs,0.0,15,,,,""
2018-02-13,Leg Extension Machine,Legs,0.0,15,,,,""
2018-02-13,Leg Extension Machine,Legs,0.0,15,,,,""
2018-02-13,Lying Leg Curl Machine,Legs,0.0,15,,,,""
2018-02-13,Lying Leg Curl Machine,Legs,0.0,15,,,,""
2018-02-13,Lying Leg Curl Machine,Legs,0.0,15,,,,""
2018-02-13,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-02-13,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-02-13,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-02-19,Pull Up,Back,1.0,10,,,,""
2018-02-19,Pull Up,Back,15.0,5,,,,""
2018-02-19,Pull Up,Back,30.0,5,,,,""
2018-02-19,Pull Up,Back,30.0,5,,,,""
2018-02-19,Pull Up,Back,27.5,5,,,,""
2018-02-19,Pull Up,Back,27.5,4,,,,""
2018-02-19,Dumbbell Row,Back,60.0,8,,,,""
2018-02-19,Dumbbell Row,Back,60.0,8,,,,""
2018-02-19,Dumbbell Row,Back,60.0,8,,,,""
2018-02-19,Dumbbell Row,Back,60.0,8,,,,""
2018-02-19,Hammer Strength Row,Back,130.0,8,,,,""
2018-02-19,Hammer Strength Row,Back,130.0,8,,,,""
2018-02-19,Hammer Strength Row,Back,130.0,8,,,,""
2018-02-19,Lat Pulldown,Back,120.0,8,,,,""
2018-02-19,Lat Pulldown,Back,120.0,8,,,,""
2018-02-19,Lat Pulldown,Back,120.0,8,,,,""
2018-02-19,Rope Push Down,Triceps,100.0,8,,,,""
2018-02-19,Rope Push Down,Triceps,100.0,8,,,,""
2018-02-19,Rope Push Down,Triceps,90.0,8,,,,""
2018-02-19,Cable Curl,Biceps,50.0,8,,,,""
2018-02-19,Cable Curl,Biceps,60.0,8,,,,""
2018-02-19,Cable Curl,Biceps,60.0,8,,,,""
2018-02-19,Dumbbell Hammer Curl,Biceps,25.0,8,,,,""
2018-02-19,Dumbbell Hammer Curl,Biceps,20.0,8,,,,""
2018-02-19,Dumbbell Hammer Curl,Biceps,20.0,8,,,,""
2018-02-19,Close Grip Dip,Triceps,1.0,8,,,,""
2018-02-19,Close Grip Dip,Triceps,1.0,8,,,,""
2018-02-19,Close Grip Dip,Triceps,1.0,8,,,,""
2018-02-19,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-02-20,Flat Barbell Bench Press,Chest,135.0,5,,,,""
2018-02-20,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2018-02-20,Flat Barbell Bench Press,Chest,175.0,3,,,,""
2018-02-20,Flat Barbell Bench Press,Chest,185.0,5,,,,"123 lifting style"
2018-02-20,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-02-20,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-02-20,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-02-20,Incline Dumbbell Bench Press,Chest,45.0,11,,,,""
2018-02-20,Pec Dec,Chest,130.0,8,,,,""
2018-02-20,Pec Dec,Chest,130.0,6,,,,""
2018-02-20,Pec Dec,Chest,130.0,4,,,,""
2018-02-20,Flat Barbell Bench Press,Chest,185.0,5,,,,""
2018-02-20,Flat Barbell Bench Press,Chest,185.0,5,,,,""
2018-02-20,Flat Barbell Bench Press,Chest,185.0,5,,,,""
2018-02-20,Flat Barbell Bench Press,Chest,185.0,5,,,,""
2018-02-26,Pull Up,Back,1.0,10,,,,""
2018-02-26,Pull Up,Back,15.0,5,,,,""
2018-02-26,Pull Up,Back,30.0,5,,,,""
2018-02-26,Pull Up,Back,30.0,5,,,,""
2018-02-26,Dumbbell Row,Back,65.0,8,,,,""
2018-02-26,Dumbbell Row,Back,65.0,8,,,,""
2018-02-26,Dumbbell Row,Back,65.0,8,,,,""
2018-02-26,Pull Up,Back,30.0,5,,,,""
2018-02-26,Pull Up,Back,30.0,5,,,,""
2018-02-26,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-02-27,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2018-02-27,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2018-02-27,Flat Barbell Bench Press,Chest,175.0,3,,,,""
2018-02-27,Flat Barbell Bench Press,Chest,190.0,5,,,,""
2018-02-27,Flat Barbell Bench Press,Chest,190.0,5,,,,""
2018-02-27,Flat Barbell Bench Press,Chest,190.0,5,,,,""
2018-02-27,Flat Barbell Bench Press,Chest,190.0,5,,,,""
2018-02-27,Flat Barbell Bench Press,Chest,190.0,5,,,,""
2018-02-27,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-02-28,Barbell Squat,Legs,135.0,10,,,,""
2018-02-28,Barbell Squat,Legs,155.0,5,,,,""
2018-02-28,Barbell Squat,Legs,170.0,5,,,,""
2018-02-28,Barbell Squat,Legs,170.0,5,,,,""
2018-02-28,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-02-28,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-02-28,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-02-28,Leg Press,Legs,265.0,10,,,,""
2018-02-28,Leg Press,Legs,265.0,10,,,,""
2018-02-28,Leg Press,Legs,265.0,10,,,,""
2018-02-28,Goblet Squat,Legs,0.0,15,,,,""
2018-02-28,Goblet Squat,Legs,0.0,15,,,,""
2018-02-28,Goblet Squat,Legs,0.0,15,,,,""
2018-02-28,Leg Extension Machine,Legs,0.0,15,,,,""
2018-02-28,Leg Extension Machine,Legs,0.0,15,,,,""
2018-02-28,Leg Extension Machine,Legs,0.0,15,,,,""
2018-02-28,Lying Leg Curl Machine,Legs,0.0,15,,,,""
2018-02-28,Lying Leg Curl Machine,Legs,0.0,15,,,,""
2018-02-28,Lying Leg Curl Machine,Legs,0.0,15,,,,""
2018-02-28,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-02-28,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-02-28,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-02-28,Barbell Squat,Legs,170.0,5,,,,""
2018-02-28,Barbell Squat,Legs,170.0,5,,,,""
2018-03-05,Pull Up,Back,1.0,10,,,,""
2018-03-05,Pull Up,Back,15.0,5,,,,"123 lifting style"
2018-03-05,Pull Up,Back,32.5,5,,,,""
2018-03-05,Pull Up,Back,32.5,5,,,,""
2018-03-05,Pull Up,Back,32.5,5,,,,""
2018-03-05,Pull Up,Back,30.0,3,,,,""
2018-03-05,Pull Up,Back,30.0,3,,,,""
2018-03-05,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2018-03-06,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2018-03-06,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2018-03-06,Flat Barbell Bench Press,Chest,175.0,3,,,,""
2018-03-06,Flat Barbell Bench Press,Chest,195.0,5,,,,""
2018-03-06,Flat Barbell Bench Press,Chest,195.0,5,,,,"Felt left tricep tweaking a bit. Be sure to ice up"
2018-03-06,Flat Barbell Bench Press,Chest,195.0,5,,,,""
2018-03-06,Flat Barbell Bench Press,Chest,190.0,5,,,,""
2018-03-06,Flat Barbell Bench Press,Chest,190.0,5,,,,""
2018-03-06,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2018-03-12,Pull Up,Back,1.0,10,,,,""
2018-03-12,Pull Up,Back,15.0,5,,,,""
2018-03-12,Pull Up,Back,30.0,2,,,,""
2018-03-12,Pull Up,Back,35.0,5,,,,"123 lifting style"
2018-03-12,Pull Up,Back,35.0,5,,,,""
2018-03-12,Pull Up,Back,35.0,4,,,,""
2018-03-12,Pull Up,Back,32.5,4,,,,""
2018-03-12,Pull Up,Back,30.0,3,,,,""
2018-03-12,Pull Up,Back,30.0,3,,,,""
2018-03-12,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-03-15,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2018-03-15,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2018-03-15,Flat Barbell Bench Press,Chest,175.0,3,,,,""
2018-03-15,Flat Barbell Bench Press,Chest,195.0,5,,,,"123 lifting style"
2018-03-15,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-03-15,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-03-15,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-03-15,Incline Dumbbell Bench Press,Chest,45.0,12,,,,""
2018-03-15,Incline Hammer Strength Chest Press,Chest,90.0,15,,,,""
2018-03-15,Incline Hammer Strength Chest Press,Chest,0.0,15,,,,""
2018-03-15,Incline Hammer Strength Chest Press,Chest,0.0,15,,,,""
2018-03-15,Pec Dec,Chest,130.0,12,,,,""
2018-03-15,Pec Dec,Chest,130.0,12,,,,""
2018-03-15,Pec Dec,Chest,130.0,12,,,,""
2018-03-15,Dumbbell Shoulder Press,Shoulders,30.0,15,,,,""
2018-03-15,Dumbbell Shoulder Press,Shoulders,25.0,15,,,,""
2018-03-15,Dumbbell Shoulder Press,Shoulders,20.0,15,,,,""
2018-03-15,Lateral Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-03-15,Lateral Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-03-15,Lateral Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-03-15,Front Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-03-15,Front Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-03-15,Front Dumbbell Raise,Shoulders,10.0,15,,,,""
2018-03-15,Flat Barbell Bench Press,Chest,195.0,5,,,,""
2018-03-15,Flat Barbell Bench Press,Chest,195.0,5,,,,""
2018-03-15,Flat Barbell Bench Press,Chest,195.0,5,,,,""
2018-03-15,Flat Barbell Bench Press,Chest,195.0,4,,,,""
2018-03-19,Pull Up,Back,1.0,10,,,,""
2018-03-19,Pull Up,Back,15.0,5,,,,""
2018-03-19,Pull Up,Back,30.0,5,,,,""
2018-03-19,Pull Up,Back,35.0,5,,,,"123 lifting style"
2018-03-19,Dumbbell Row,Back,65.0,8,,,,""
2018-03-19,Dumbbell Row,Back,65.0,8,,,,""
2018-03-19,Pull Up,Back,35.0,5,,,,""
2018-03-19,Pull Up,Back,35.0,5,,,,""
2018-03-19,Pull Up,Back,35.0,5,,,,"Need to make sure to stick to the 123 and hold at the top of the rep, right bicep tweaking a bit"
2018-03-19,Pull Up,Back,35.0,4,,,,""
2018-03-19,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-03-20,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2018-03-20,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2018-03-20,Flat Barbell Bench Press,Chest,185.0,3,,,,""
2018-03-20,Flat Barbell Bench Press,Chest,200.0,5,,,,""
2018-03-20,Flat Barbell Bench Press,Chest,200.0,5,,,,"Took way too much rest up to this point"
2018-03-20,Flat Barbell Bench Press,Chest,200.0,5,,,,""
2018-03-20,Flat Barbell Bench Press,Chest,200.0,5,,,,""
2018-03-20,Flat Barbell Bench Press,Chest,195.0,4,,,,""
2018-03-20,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2018-03-21,Barbell Squat,Legs,135.0,10,,,,""
2018-03-21,Barbell Squat,Legs,155.0,5,,,,""
2018-03-21,Barbell Squat,Legs,170.0,5,,,,""
2018-03-21,Barbell Squat,Legs,170.0,5,,,,""
2018-03-21,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-03-21,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-03-21,Dumbbell Lunge,Legs,45.0,10,,,,""
2018-03-21,Leg Press,Legs,265.0,10,,,,""
2018-03-21,Leg Press,Legs,265.0,10,,,,""
2018-03-21,Leg Press,Legs,265.0,10,,,,""
2018-03-21,Goblet Squat,Legs,0.0,15,,,,""
2018-03-21,Goblet Squat,Legs,0.0,15,,,,""
2018-03-21,Goblet Squat,Legs,0.0,15,,,,""
2018-03-21,Leg Extension Machine,Legs,0.0,15,,,,""
2018-03-21,Leg Extension Machine,Legs,0.0,15,,,,""
2018-03-21,Leg Extension Machine,Legs,0.0,15,,,,""
2018-03-21,Lying Leg Curl Machine,Legs,0.0,15,,,,""
2018-03-21,Lying Leg Curl Machine,Legs,0.0,15,,,,""
2018-03-21,Lying Leg Curl Machine,Legs,0.0,15,,,,""
2018-03-21,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-03-21,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-03-21,Seated Calf Raise Machine,Legs,0.0,20,,,,""
2018-03-21,Barbell Squat,Legs,170.0,5,,,,""
2018-03-26,Pull Up,Back,1.0,10,,,,""
2018-03-26,Pull Up,Back,15.0,5,,,,""
2018-03-26,Pull Up,Back,30.0,5,,,,""
2018-03-26,Pull Up,Back,35.0,5,,,,"123 lifting style"
2018-03-26,Dumbbell Row,Back,65.0,8,,,,"123 lifting style, less rest"
2018-03-26,Dumbbell Row,Back,65.0,8,,,,""
2018-03-26,Dumbbell Row,Back,65.0,6,,,,""
2018-03-26,Pull Up,Back,35.0,5,,,,""
2018-03-26,Pull Up,Back,35.0,4,,,,""
2018-03-26,Pull Up,Back,35.0,3,,,,""
2018-03-26,Pull Up,Back,35.0,3,,,,""
2018-03-26,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-03-27,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2018-03-27,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2018-03-27,Flat Barbell Bench Press,Chest,185.0,4,,,,""
2018-03-27,Flat Barbell Bench Press,Chest,200.0,5,,,,""
2018-03-27,Flat Barbell Bench Press,Chest,195.0,5,,,,""
2018-03-27,Flat Barbell Bench Press,Chest,190.0,5,,,,""
2018-03-27,Flat Barbell Bench Press,Chest,190.0,5,,,,""
2018-03-27,Flat Barbell Bench Press,Chest,190.0,3,,,,""
2018-03-27,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2018-03-30,Barbell Squat,Legs,135.0,8,,,,""
2018-03-30,Barbell Squat,Legs,155.0,5,,,,""
2018-03-30,Barbell Squat,Legs,175.0,5,,,,""
2018-03-30,Barbell Squat,Legs,175.0,5,,,,""
2018-03-30,Leg Press,Legs,285.0,10,,,,""
2018-03-30,Leg Press,Legs,285.0,10,,,,""
2018-03-30,Leg Press,Legs,285.0,10,,,,""
2018-03-30,Leg Extension Machine,Legs,130.0,5,,,,""
2018-03-30,Leg Extension Machine,Legs,130.0,5,,,,""
2018-03-30,Leg Extension Machine,Legs,130.0,5,,,,""
2018-03-30,Lying Leg Curl Machine,Legs,90.0,5,,,,""
2018-03-30,Lying Leg Curl Machine,Legs,90.0,5,,,,""
2018-03-30,Lying Leg Curl Machine,Legs,0.0,15,,,,""
2018-03-30,Seated Calf Raise Machine,Legs,90.0,20,,,,""
2018-03-30,Seated Calf Raise Machine,Legs,90.0,20,,,,""
2018-03-30,Seated Calf Raise Machine,Legs,90.0,20,,,,""
2018-03-30,Barbell Squat,Legs,175.0,5,,,,""
2018-03-30,Barbell Squat,Legs,175.0,5,,,,""
2018-03-30,Barbell Squat,Legs,175.0,5,,,,""
2018-04-03,Pull Up,Back,1.0,10,,,,"Not 123 lifting style, just bodyweight"
2018-04-03,Pull Up,Back,1.0,20,,,,""
2018-04-03,Pull Up,Back,1.0,5,,,,""
2018-04-03,Pull Up,Back,1.0,6,,,,""
2018-04-03,Pull Up,Back,1.0,5,,,,""
2018-04-03,Pull Up,Back,1.0,5,,,,""
2018-04-03,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2018-04-04,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2018-04-04,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2018-04-04,Flat Barbell Bench Press,Chest,185.0,4,,,,""
2018-04-04,Flat Barbell Bench Press,Chest,200.0,5,,,,""
2018-04-04,Flat Barbell Bench Press,Chest,200.0,5,,,,""
2018-04-04,Flat Barbell Bench Press,Chest,200.0,5,,,,""
2018-04-04,Flat Barbell Bench Press,Chest,200.0,5,,,,"No 123 lifting style"
2018-04-04,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2018-04-09,Pull Up,Back,1.0,10,,,,""
2018-04-09,Pull Up,Back,15.0,5,,,,""
2018-04-09,Pull Up,Back,30.0,5,,,,""
2018-04-09,Pull Up,Back,35.0,5,,,,"123 lifting style"
2018-04-09,Dumbbell Row,Back,65.0,7,,,,""
2018-04-09,Dumbbell Row,Back,65.0,8,,,,""
2018-04-09,Dumbbell Row,Back,65.0,8,,,,""
2018-04-09,Dumbbell Row,Back,60.0,8,,,,""
2018-04-09,Hammer Strength Row,Back,130.0,10,,,,""
2018-04-09,Hammer Strength Row,Back,130.0,10,,,,""
2018-04-09,Hammer Strength Row,Back,130.0,10,,,,""
2018-04-09,Hammer Strength Row,Back,130.0,10,,,,""
2018-04-09,Rope Push Down,Triceps,100.0,12,,,,""
2018-04-09,Rope Push Down,Triceps,100.0,12,,,,""
2018-04-09,Rope Push Down,Triceps,90.0,12,,,,""
2018-04-09,Cable Curl,Biceps,50.0,12,,,,""
2018-04-09,Cable Curl,Biceps,60.0,12,,,,""
2018-04-09,Cable Curl,Biceps,60.0,12,,,,""
2018-04-09,Dumbbell Hammer Curl,Biceps,25.0,12,,,,""
2018-04-09,Dumbbell Hammer Curl,Biceps,20.0,12,,,,""
2018-04-09,Dumbbell Hammer Curl,Biceps,20.0,12,,,,""
2018-04-09,Close Grip Dip,Triceps,1.0,12,,,,""
2018-04-09,Close Grip Dip,Triceps,1.0,12,,,,""
2018-04-09,Close Grip Dip,Triceps,1.0,12,,,,""
2018-04-09,Pull Up,Back,35.0,4,,,,""
2018-04-09,Pull Up,Back,35.0,3,,,,""
2018-04-09,Pull Up,Back,30.0,3,,,,""
2018-04-09,Pull Up,Back,30.0,3,,,,""
2018-04-09,Pull Up,Back,1.0,6,,,,""
2018-04-10,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2018-04-10,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2018-04-10,Flat Barbell Bench Press,Chest,185.0,3,,,,""
2018-04-10,Flat Barbell Bench Press,Chest,200.0,4,,,,"No 123 lifting style"
2018-04-10,Pec Dec,Chest,135.0,8,,,,"123 lifting style"
2018-04-10,Pec Dec,Chest,130.0,5,,,,""
2018-04-10,Pec Dec,Chest,130.0,7,,,,""
2018-04-10,Flat Barbell Bench Press,Chest,200.0,3,,,,""
2018-04-10,Flat Barbell Bench Press,Chest,195.0,3,,,,""
2018-04-10,Flat Barbell Bench Press,Chest,190.0,3,,,,""
2018-04-10,Flat Barbell Bench Press,Chest,190.0,3,,,,""
