activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,startTime,steps,tcxLink
2868000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 21, 'name': 'fairly'}, {'minutes': 27, 'name': 'very'}]",Walk,90013,108.0,390,https://api.fitbit.com/1/user/-/activities/calories/date/2017-05-16/2017-05-16/1min/time/22:06/22:54.json,2868000,0.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-05-16/2017-05-16/1sec/time/22:06:39/22:54:27.json,"[{'max': 99, 'min': 30, 'minutes': 8, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 40, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-05-17T03:18:32.000Z,7721778976,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",2868000,2017-05-17,2017-05-16T22:06:39.000-04:00,4137,https://api.fitbit.com/1/user/-/activities/7721778976.tcx
1127000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",Walk,90013,104.0,149,https://api.fitbit.com/1/user/-/activities/calories/date/2017-05-17/2017-05-17/1min/time/7:52/8:10.json,1127000,40.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-05-17/2017-05-17/1sec/time/07:52:03/08:10:50.json,"[{'max': 99, 'min': 30, 'minutes': 4, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-05-17T13:07:03.000Z,7726741112,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1127000,2017-05-17,2017-05-17T07:52:03.000-04:00,1870,https://api.fitbit.com/1/user/-/activities/7726741112.tcx
922000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",Walk,90013,109.0,126,https://api.fitbit.com/1/user/-/activities/calories/date/2017-05-17/2017-05-17/1min/time/9:17/9:32.json,922000,10.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-05-17/2017-05-17/1sec/time/09:17:23/09:32:45.json,"[{'max': 99, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-05-17T13:56:25.000Z,7727841004,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",922000,2017-05-17,2017-05-17T09:17:23.000-04:00,1458,https://api.fitbit.com/1/user/-/activities/7727841004.tcx
1844000,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",Walk,90013,108.0,236,https://api.fitbit.com/1/user/-/activities/calories/date/2017-05-17/2017-05-17/1min/time/12:38/13:09.json,1844000,40.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-05-17/2017-05-17/1sec/time/12:38:46/13:09:30.json,"[{'max': 99, 'min': 30, 'minutes': 10, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 21, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-05-17T17:14:01.000Z,7730885507,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1844000,2017-05-17,2017-05-17T12:38:46.000-04:00,2454,https://api.fitbit.com/1/user/-/activities/7730885507.tcx
1024000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",Walk,90013,110.0,145,https://api.fitbit.com/1/user/-/activities/calories/date/2017-05-17/2017-05-17/1min/time/17:02/17:19.json,1024000,10.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-05-17/2017-05-17/1sec/time/17:02:27/17:19:31.json,"[{'max': 99, 'min': 30, 'minutes': 2, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 15, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-05-17T21:46:40.000Z,7737632947,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1024000,2017-05-17,2017-05-17T17:02:27.000-04:00,1701,https://api.fitbit.com/1/user/-/activities/7737632947.tcx
1075000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",Walk,90013,,159,https://api.fitbit.com/1/user/-/activities/calories/date/2017-05-17/2017-05-17/1min/time/17:52/18:10.json,1075000,10.0,,,2017-05-17T22:24:41.000Z,7738176030,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1075000,2017-05-17,2017-05-17T17:52:48.000-04:00,1815,
1741000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",Walk,90013,,262,https://api.fitbit.com/1/user/-/activities/calories/date/2017-05-17/2017-05-17/1min/time/20:54/21:23.json,1741000,40.0,,,2017-05-18T01:54:00.000Z,7741168198,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1741000,2017-05-18,2017-05-17T20:54:34.000-04:00,3041,
1228000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",Walk,90013,107.0,159,https://api.fitbit.com/1/user/-/activities/calories/date/2017-05-18/2017-05-18/1min/time/10:39/10:59.json,1228000,50.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-05-18/2017-05-18/1sec/time/10:39:26/10:59:54.json,"[{'max': 99, 'min': 30, 'minutes': 5, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 15, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-05-18T15:22:22.000Z,7749392324,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1228000,2017-05-18,2017-05-18T10:39:26.000-04:00,1830,https://api.fitbit.com/1/user/-/activities/7749392324.tcx
1485000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",Walk,90013,108.0,197,https://api.fitbit.com/1/user/-/activities/calories/date/2017-05-18/2017-05-18/1min/time/11:34/11:58.json,1485000,100.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-05-18/2017-05-18/1sec/time/11:34:02/11:58:47.json,"[{'max': 99, 'min': 30, 'minutes': 4, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 20, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-05-18T16:20:54.000Z,7750704753,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1485000,2017-05-18,2017-05-18T11:34:02.000-04:00,2296,https://api.fitbit.com/1/user/-/activities/7750704753.tcx
1997000,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 13, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",Walk,90013,108.0,253,https://api.fitbit.com/1/user/-/activities/calories/date/2017-05-18/2017-05-18/1min/time/12:34/13:07.json,1997000,188.999344,https://api.fitbit.com/1/user/-/activities/heart/date/2017-05-18/2017-05-18/1sec/time/12:34:37/13:07:54.json,"[{'max': 99, 'min': 30, 'minutes': 10, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 20, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 2, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-05-18T17:39:09.000Z,7752112617,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1997000,2017-05-18,2017-05-18T12:34:37.000-04:00,2303,https://api.fitbit.com/1/user/-/activities/7752112617.tcx
