date,routine,category,exercise,sets,reps,avg_intensity,volume,relative_volume
2017-03-24,,Forearms,Reverse Cable Curl,3,24,0.59,720.0,423.0
2017-04-03,,Abs,Barbell Press Sit-up,3,24,0.6733333333333333,920.0,656.0
2017-04-03,,Legs,Barbell Squat,7,35,0.79,7225.0,5842.0
2017-04-03,,Legs,Dumbbell Calf Raise,3,60,0.6,13500.0,8100.0
2017-04-03,,Abs,Standing Cable Wood Chop,5,40,0.8,1400.0,1120.0
2017-04-07,,Chest,Flat Barbell Bench Press,7,38,0.8057142857142857,6480.0,5202.0
2017-04-07,,Back,Standing Cable Row,5,40,0.694,2640.0,1845.0
2017-04-09,,Back,Chin Up,5,25,0.86,4750.0,4085.0
2017-04-09,,Biceps,Incline Dumbbell Curl,6,25,0.8033333333333333,1040.0,835.0
2017-04-09,,Shoulders,Incline Reverse Dumbbell Fly,5,40,0.78,1000.0,780.0
2017-04-09,,Shoulders,Lateral Cable Raise,5,40,0.77,400.0,305.0
2017-04-14,,Chest,Flat Barbell Bench Press,7,38,0.8014285714285715,6605.0,5285.0
2017-04-14,,Chest,Low Cable Cross-over,3,24,0.7799999999999999,960.0,747.0
2017-04-14,,Back,Standing Cable Row,5,37,0.79,2960.0,2336.0
2017-04-19,,Shoulders,Bent over Standing Dumbbell Fly,3,24,0.7799999999999999,600.0,468.0
2017-04-19,,Back,Chin Up,6,30,0.8300000000000001,6350.0,5280.0
2017-04-19,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-04-19,,Biceps,Incline Dumbbell Curl,3,15,0.67,525.0,351.0
2017-04-19,,Shoulders,Lateral to Front Dumbbell Raise,5,50,0.61,1000.0,610.0
2017-04-22,,Chest,Flat Barbell Bench Press,7,30,0.8271428571428573,5630.0,4680.0
2017-04-29,,Shoulders,Bent over Standing Dumbbell Fly,3,24,0.7466666666666667,680.0,510.0
2017-04-29,,Back,Chin Up,7,35,0.8314285714285715,7490.0,6247.0
2017-04-29,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-04-29,,Back,Lat Pulldown Pronated,3,24,0.79,3360.0,2652.0
2017-04-29,,Shoulders,Lateral to Front Dumbbell Raise,6,50,0.7533333333333334,1200.0,904.0
2017-05-01,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-05-01,,Chest,Flat Barbell Bench Press,8,42,0.7925000000000001,7595.0,6029.0
2017-05-01,,Chest,Low Cable Cross-over,5,40,0.79,2000.0,1580.0
2017-05-01,,Back,Seated Cable Row,5,40,0.79,5600.0,4420.0
2017-05-01,,Back,Seated Cable Row Squeeze,5,40,0.79,4400.0,3475.0
2017-05-07,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-05-07,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-05-09,,Shoulders,Bent over Standing Dumbbell Fly,3,24,0.79,720.0,567.0
2017-05-09,,Back,Chin Up,7,35,0.8271428571428573,7790.0,6468.0
2017-05-09,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-05-09,,Back,Lat Pulldown Pronated,4,23,0.7775000000000001,3430.0,2695.0
2017-05-09,,Shoulders,Lateral to Front Dumbbell Raise,6,60,0.62,1200.0,744.0
2017-05-13,,Chest,Flat Barbell Bench Press,7,37,0.7742857142857142,6695.0,5200.0
2017-05-13,,Chest,Low Cable Cross-over,5,50,0.75,2500.0,1875.0
2017-05-13,,Back,Pull Up,1,20,0.6,3820.0,2292.0
2017-05-13,,Back,Seated Cable Row,6,48,0.755,6880.0,5250.0
2017-05-13,,Back,Seated Cable Row Squeeze,5,42,0.75,5040.0,3780.0
2017-05-18,,Shoulders,Bent over Standing Dumbbell Fly,3,24,0.79,720.0,567.0
2017-05-18,,Back,Chin Up,8,35,0.8287500000000001,7845.0,6498.0
2017-05-18,,Back,Lat Pulldown Pronated,3,24,0.79,3600.0,2844.0
2017-05-18,,Shoulders,Lateral to Front Dumbbell Raise,6,70,0.62,1400.0,864.0
2017-05-20,,Chest,Flat Barbell Bench Press,7,36,0.7742857142857142,6490.0,5024.0
2017-05-20,,Back,Seated Cable Row,5,40,0.74,6000.0,4519.0
2017-05-31,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-05-31,,Chest,Flat Barbell Bench Press,8,41,0.7725,7410.0,5734.0
2017-05-31,,Chest,Low Cable Cross-over,5,46,0.75,2530.0,1896.0
2017-05-31,,Back,T-Bar Row,5,40,0.79,2800.0,2210.0
2017-06-02,,Shoulders,Bent over Standing Dumbbell Fly,3,24,0.8000000000000002,840.0,672.0
2017-06-02,,Back,Chin Up,7,35,0.8242857142857144,7985.0,6614.0
2017-06-02,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-06-02,,Back,Lat Pulldown Pronated,3,24,0.79,3840.0,3033.0
2017-06-02,,Shoulders,Lateral to Front Dumbbell Raise,6,70,0.71,1400.0,992.0
2017-06-06,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-06-06,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-06-15,,Legs,Seated Calf Raise Machine,5,100,0.6,9000.0,5400.0
2017-06-16,,Cooldown,Cooldown And Stretch,2,2,0.5,1.0,1.0
2017-06-17,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-06-17,,Chest,Flat Barbell Bench Press,9,35,0.7966666666666665,6345.0,4917.0
2017-06-17,,Chest,Low Cable Cross-over,5,46,0.75,2530.0,1896.0
2017-06-17,,Back,T-Bar Row,4,32,0.73,2960.0,2178.0
2017-06-19,,Shoulders,Bent over Standing Dumbbell Fly,3,24,0.7799999999999999,960.0,747.0
2017-06-19,,Back,Chin Up,7,35,0.8099999999999999,7860.0,6402.0
2017-06-19,,Back,Lat Pulldown Pronated,3,24,0.79,3900.0,3081.0
2017-06-19,,Shoulders,Lateral to Front Dumbbell Raise,6,60,0.7349999999999999,1450.0,1072.0
2017-06-28,,Chest,Flat Barbell Bench Press,7,36,0.7628571428571428,6560.0,5031.0
2017-06-28,,Back,T-Bar Row,4,32,0.71,2880.0,2044.0
2017-06-30,,Back,Chin Up,7,35,0.8214285714285715,7995.0,6604.0
2017-06-30,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-06-30,,Back,Lat Pulldown Pronated,3,24,0.79,4164.0,3288.0
2017-06-30,,Shoulders,Lateral to Front Dumbbell Raise,6,72,0.6399999999999999,1620.0,1047.0
2017-06-30,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-07-07,,Chest,Flat Barbell Bench Press,8,40,0.7775000000000001,7430.0,5803.0
2017-07-07,,Back,T-Bar Row,5,40,0.75,3800.0,2850.0
2017-07-10,,Back,Chin Up,7,35,0.8128571428571428,7960.0,6506.0
2017-07-10,,Shoulders,Lateral to Front Dumbbell Raise,6,72,0.6866666666666665,1740.0,1201.0
2017-07-10,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-07-17,,Chest,Flat Barbell Bench Press,8,40,0.77,7520.0,5824.0
2017-07-17,,Back,T-Bar Row,5,40,0.79,4000.0,3160.0
2017-07-24,,Back,Chin Up,8,37,0.8137500000000001,8494.0,6974.0
2017-07-24,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-07-24,,Back,Lat Pulldown Pronated,3,24,0.79,4320.0,3411.0
2017-07-24,,Shoulders,Lateral to Front Dumbbell Raise,6,72,0.6866666666666665,1740.0,1201.0
2017-07-26,,Shoulders,Rear Delt Machine Fly,5,60,0.704,7140.0,5026.0
2017-07-26,,Chest,Seated Machine Fly,5,60,0.702,9480.0,6655.0
2017-08-01,,Forearms,Forearm Roll Up,3,15,0.83,150.0,123.0
2017-08-01,,Shoulders,Lateral to Front Dumbbell Raise,6,72,0.6166666666666666,1560.0,970.0
2017-08-01,,Back,Pull Up,7,35,0.8242857142857144,7800.0,6459.0
2017-08-04,,Chest,Flat Barbell Bench Press,9,40,0.7688888888888888,7665.0,6000.0
2017-08-04,,Back,T-Bar Row,5,40,0.79,4200.0,3315.0
2017-08-07,,Forearms,Forearm Roll Up,3,15,0.7233333333333333,162.5,117.0
2017-08-07,,Shoulders,Lateral to Front Dumbbell Raise,7,84,0.65,1920.0,1278.0
2017-08-07,,Back,Pull Up,7,34,0.8214285714285715,7781.0,6440.0
2017-08-09,,Chest,Flat Barbell Bench Press,10,37,0.782,7220.0,5757.0
2017-08-09,,Back,T-Bar Row,5,40,0.79,4400.0,3475.0
2017-08-14,,Shoulders,Lateral to Front Dumbbell Raise,7,84,0.65,1920.0,1278.0
2017-08-14,,Back,Pull Up,8,36,0.8200000000000001,8348.0,6891.0
2017-08-17,,Chest,Flat Barbell Bench Press,5,20,0.716,3490.0,2514.0
2017-08-17,,Shoulders,Rear Delt Machine Fly,6,60,0.6916666666666665,7300.0,5081.0
2017-08-17,,Chest,Seated Machine Fly,5,60,0.6900000000000001,10200.0,7041.0
2017-09-11,,Chest,Flat Barbell Bench Press,8,42,0.66,6770.0,4484.0
2017-09-11,,Back,Seated Cable Row,6,50,0.7383333333333334,6940.0,5138.0
2017-09-13,,Shoulders,Lateral to Front Dumbbell Raise,6,72,0.6816666666666666,1380.0,947.0
2017-09-13,,Back,Pull Up,7,35,0.8257142857142857,7870.0,6529.0
2017-09-14,,Legs,Bosu Ball Squat,5,40,1.0,40.0,40.0
2017-09-14,,Legs,One-Legged Dumbbell Deadlift,5,40,0.78,1600.0,1245.0
2017-09-18,,Chest,Flat Barbell Bench Press,7,38,0.8114285714285714,6530.0,5271.0
2017-09-18,,Back,Seated Cable Row,6,50,0.7166666666666667,7180.0,5209.0
2017-09-20,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-09-20,,Shoulders,Lateral to Front Dumbbell Raise,6,72,0.6816666666666666,1380.0,947.0
2017-09-20,,Back,Pull Up,7,35,0.8214285714285715,7995.0,6604.0
2017-09-25,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-09-25,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-09-27,,Legs,Bosu Ball Squat,6,48,0.655,408.0,305.0
2017-09-27,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-09-27,,Legs,One-Legged Dumbbell Deadlift,6,48,0.7466666666666667,2040.0,1547.0
2017-09-28,,Shoulders,Incline Dumbbell Press Yoga Ball,6,48,0.7683333333333334,1400.0,1077.0
2017-09-28,,Back,Pull Up,9,35,0.8300000000000002,7995.0,6604.0
2017-09-29,,Chest,Decline Dumbbell Press Yoga Ball,5,40,0.7299999999999999,1280.0,948.0
2017-09-29,,Chest,Flat Barbell Bench Press,7,38,0.8028571428571428,6630.0,5303.0
2017-09-29,,Back,Seated Cable Row,6,52,0.7166666666666667,7400.0,5330.0
2017-10-02,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-10-04,,Shoulders,Incline Dumbbell Press Yoga Ball,6,60,0.7050000000000001,2000.0,1427.0
2017-10-04,,Back,Pull Up,7,30,0.8171428571428571,6900.0,5633.0
2017-10-05,,Legs,Bosu Ball Squat,5,40,0.632,328.0,244.0
2017-10-05,,Legs,One-Legged Dumbbell Deadlift,5,40,0.712,1800.0,1318.0
2017-10-06,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-10-06,,Chest,Flat Barbell Bench Press,7,35,0.7942857142857144,6195.0,4913.0
2017-10-06,,Back,Seated Cable Row,6,38,0.7833333333333333,5700.0,4393.0
2017-10-09,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-10-11,,Shoulders,Incline Dumbbell Press Yoga Ball,6,60,0.7033333333333333,2250.0,1617.0
2017-10-11,,Back,Pull Up,7,35,0.8171428571428571,8120.0,6683.0
2017-10-12,,Legs,Bosu Ball Squat,6,50,0.6666666666666666,610.0,470.0
2017-10-12,,Legs,One-Legged Dumbbell Deadlift,6,48,0.7383333333333333,2240.0,1695.0
2017-10-13,,Chest,Flat Barbell Bench Press,8,41,0.7975000000000001,7460.0,5949.0
2017-10-13,,Back,Seated Cable Row,6,50,0.7433333333333333,7900.0,5931.0
2017-10-16,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-10-16,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-10-18,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-10-18,,Shoulders,Incline Dumbbell Press Yoga Ball,6,60,0.7083333333333334,2550.0,1835.0
2017-10-18,,Back,Pull Up,7,35,0.8171428571428571,8120.0,6683.0
2017-10-19,,Back,Deadlift,6,33,0.8033333333333332,6705.0,5396.0
2017-10-19,,Legs,One-Legged Dumbbell Deadlift,6,48,0.73,2440.0,1838.0
2017-10-20,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-10-20,,Chest,Flat Barbell Bench Press,8,35,0.79,6665.0,5408.0
2017-10-20,,Back,Lat Pulldown Pronated,7,35,0.7885714285714286,6750.0,5396.0
2017-10-25,,Shoulders,Incline Dumbbell Press Yoga Ball,6,60,0.7000000000000001,2800.0,2010.0
2017-10-26,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-10-26,,Chest,Flat Barbell Bench Press,8,30,0.7850000000000001,5815.0,4700.0
2017-10-26,,Back,Lat Pulldown Pronated,8,38,0.8025000000000001,8180.0,6645.0
2017-10-30,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-11-03,,Chest,Flat Barbell Bench Press,5,15,0.736,2625.0,1926.0
2017-11-06,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-11-08,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-11-08,,Shoulders,Incline Dumbbell Press Yoga Ball,6,60,0.6816666666666666,3000.0,2110.0
2017-11-10,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-11-10,,Chest,Flat Barbell Bench Press,6,27,0.75,4965.0,3817.0
2017-11-10,,Back,Lat Pulldown Pronated,6,35,0.7200000000000001,7450.0,5497.0
2017-11-13,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-11-13,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-11-16,,Shoulders,Incline Dumbbell Press Yoga Ball,4,40,0.6825,2000.0,1404.0
2017-11-17,,Chest,Flat Barbell Bench Press,6,27,0.75,4965.0,3817.0
2017-11-17,,Back,Lat Pulldown Pronated,6,35,0.7200000000000001,7450.0,5497.0
2017-11-29,,Chest,Flat Barbell Bench Press,3,18,0.6733333333333333,2830.0,1885.0
2017-11-29,,Back,Lat Pulldown Pronated,3,15,0.58,2550.0,1476.0
2017-12-08,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-12-08,,Chest,Flat Barbell Bench Press,8,41,0.765,7335.0,5595.0
2017-12-08,,Back,Lat Pulldown Pronated,7,50,0.6399999999999999,9400.0,6049.0
2017-12-11,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-12-19,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-12-19,,Chest,Flat Barbell Bench Press,4,23,0.735,3830.0,2801.0
2017-12-19,,Back,Lat Pulldown Pronated,7,62,0.7385714285714285,11620.0,8606.0
2017-12-20,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-12-20,,Chest,Flat Barbell Bench Press,6,28,0.7766666666666667,5055.0,3994.0
2017-12-20,,Back,Lat Pulldown Pronated,6,58,0.7366666666666667,10860.0,8036.0
2017-12-21,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-12-21,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2017-12-27,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-12-27,,Chest,Flat Barbell Bench Press,6,28,0.7766666666666667,5055.0,3994.0
2017-12-27,,Back,Lat Pulldown Pronated,5,31,0.782,6030.0,4664.0
2017-12-28,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-12-28,,Shoulders,Incline Dumbbell Press Yoga Ball,6,60,0.7050000000000001,3100.0,2228.0
2017-12-28,,Back,Pull Up,6,65,0.6,12025.0,7215.0
2018-01-01,,Legs,Barbell Squat,4,40,0.725,6000.0,4363.0
2018-01-01,,Legs,Dumbbell Lunge,3,30,0.75,1350.0,1011.0
2018-01-01,,Legs,Leg Press,3,30,0.73,7150.0,5226.0
2018-01-03,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-01-03,,Chest,Flat Barbell Bench Press,6,45,0.6683333333333333,7025.0,4740.0
2018-01-03,,Chest,Incline Dumbbell Bench Press,4,48,0.71,1680.0,1192.0
2018-01-03,,Chest,Incline Hammer Strength Chest Press,1,12,0.71,1080.0,766.0
2018-01-03,,Chest,Pec Dec,1,15,0.67,1950.0,1306.0
2018-01-04,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-01-04,,Back,Dumbbell Row,4,48,0.71,2400.0,1704.0
2018-01-04,,Back,Hammer Strength Row,4,40,0.665,4600.0,3122.0
2018-01-04,,Back,Lat Pulldown,1,15,0.67,1200.0,804.0
2018-01-04,,Back,Pull Up,6,49,0.6533333333333333,9856.0,6455.0
2018-01-08,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-01-08,,Shoulders,Dumbbell Shoulder Press,3,45,0.5566666666666666,1125.0,643.0
2018-01-08,,Chest,Flat Barbell Bench Press,5,45,0.6839999999999999,7275.0,5075.0
2018-01-08,,Shoulders,Front Dumbbell Raise,3,45,0.67,450.0,300.0
2018-01-08,,Chest,Incline Dumbbell Bench Press,4,48,0.71,1920.0,1360.0
2018-01-08,,Shoulders,Lateral Dumbbell Raise,3,45,0.67,450.0,300.0
2018-01-08,,Chest,Pec Dec,3,36,0.7033333333333333,4980.0,3501.0
2018-01-11,,Back,Dumbbell Row,2,24,0.71,1320.0,936.0
2018-01-11,,Back,Pull Up,7,50,0.6671428571428571,10210.0,6797.0
2018-01-19,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-01-19,,Shoulders,Dumbbell Shoulder Press,3,45,0.5566666666666666,1125.0,643.0
2018-01-19,,Chest,Flat Barbell Bench Press,5,50,0.6839999999999999,7950.0,5467.0
2018-01-19,,Shoulders,Front Dumbbell Raise,3,45,0.67,450.0,300.0
2018-01-19,,Chest,Incline Dumbbell Bench Press,4,48,0.71,1920.0,1360.0
2018-01-19,,Shoulders,Lateral Dumbbell Raise,3,45,0.67,450.0,300.0
2018-01-19,,Chest,Pec Dec,3,32,0.6699999999999999,4440.0,3036.0
2018-01-22,,Legs,Barbell Squat,4,40,0.725,6000.0,4363.0
2018-01-22,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-01-22,,Legs,Dumbbell Lunge,3,30,0.75,1350.0,1011.0
2018-01-22,,Legs,Leg Press,3,30,0.75,7950.0,5961.0
2018-01-23,,Back,Dumbbell Row,3,24,0.71,1320.0,936.0
2018-01-23,,Back,Pull Up,5,28,0.644,5472.0,3466.0
2018-01-24,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-01-24,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2018-01-26,,Chest,Flat Barbell Bench Press,5,29,0.744,4675.0,3451.0
2018-01-26,,Chest,Incline Dumbbell Bench Press,4,48,0.71,2160.0,1532.0
2018-01-26,,Chest,Pec Dec,3,16,0.5766666666666667,1880.0,1089.0
2018-01-29,,Legs,Barbell Plie Squat,3,24,0.79,3240.0,2559.0
2018-01-29,,Back,Deadlift,5,28,0.78,6080.0,4796.0
2018-01-29,,Legs,Stiff-Legged Dumbbell Deadlift,4,32,0.79,1600.0,1264.0
2018-01-30,,Triceps,Close Grip Dip,3,24,0.79,4296.0,3393.0
2018-01-30,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-01-30,,Biceps,Dumbbell Hammer Curl,3,24,0.8000000000000002,480.0,384.0
2018-01-30,,Back,Dumbbell Row,4,32,0.71,1760.0,1248.0
2018-01-30,,Back,Pull Up,5,28,0.708,5486.5,3814.0
2018-02-01,,Chest,Flat Barbell Bench Press,7,38,0.7585714285714286,6230.0,4700.0
2018-02-01,,Chest,Incline Dumbbell Bench Press,4,48,0.6575000000000001,2220.0,1461.0
2018-02-01,,Chest,Pec Dec,3,24,0.62,3000.0,1860.0
2018-02-02,,Legs,Barbell Squat,4,40,0.715,6300.0,4534.0
2018-02-02,,Legs,Leg Press,3,30,0.75,7950.0,5961.0
2018-02-05,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-02-05,,Back,Dumbbell Row,4,32,0.78,1920.0,1496.0
2018-02-05,,Back,Lat Pulldown,1,4,0.88,480.0,422.0
2018-02-05,,Back,Pull Up,6,32,0.7183333333333334,6367.0,4498.0
2018-02-09,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-02-09,,Chest,Flat Barbell Bench Press,8,38,0.7725000000000001,6460.0,5035.0
2018-02-09,,Chest,Pec Dec,1,8,0.64,1040.0,665.0
2018-02-13,,Legs,Barbell Squat,4,40,0.715,6300.0,4534.0
2018-02-13,,Legs,Dumbbell Lunge,3,30,0.75,1350.0,1011.0
2018-02-13,,Legs,Leg Press,3,30,0.75,7950.0,5961.0
2018-02-19,,Biceps,Cable Curl,3,24,0.7466666666666667,1360.0,1022.0
2018-02-19,,Triceps,Close Grip Dip,3,24,0.79,4368.0,3450.0
2018-02-19,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-02-19,,Biceps,Dumbbell Hammer Curl,3,24,0.6733333333333333,520.0,354.0
2018-02-19,,Back,Dumbbell Row,4,32,0.79,1920.0,1516.0
2018-02-19,,Back,Hammer Strength Row,3,24,0.79,3120.0,2463.0
2018-02-19,,Back,Lat Pulldown,3,24,0.79,2880.0,2274.0
2018-02-19,,Back,Pull Up,6,34,0.8266666666666665,6786.5,5538.0
2018-02-19,,Triceps,Rope Push Down,3,24,0.7633333333333333,2320.0,1775.0
2018-02-20,,Chest,Flat Barbell Bench Press,8,38,0.80625,6600.0,5376.0
2018-02-20,,Chest,Incline Dumbbell Bench Press,4,47,0.64,2115.0,1351.0
2018-02-20,,Chest,Pec Dec,3,18,0.79,2340.0,1847.0
2018-02-26,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-02-26,,Back,Dumbbell Row,3,24,0.79,1560.0,1230.0
2018-02-26,,Back,Pull Up,6,35,0.8183333333333332,6915.0,5594.0
2018-02-27,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-02-27,,Chest,Flat Barbell Bench Press,8,41,0.8,7130.0,5699.0
2018-02-28,,Legs,Barbell Squat,6,35,0.7316666666666668,5525.0,3981.0
2018-02-28,,Legs,Dumbbell Lunge,3,30,0.75,1350.0,1011.0
2018-02-28,,Legs,Leg Press,3,30,0.75,7950.0,5961.0
2018-03-05,,Back,Pull Up,7,36,0.8285714285714284,7304.5,5959.0
2018-03-06,,Chest,Flat Barbell Bench Press,8,41,0.785,7205.0,5658.0
2018-03-12,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-03-12,,Back,Pull Up,9,41,0.8277777777777777,8366.0,6814.0
2018-03-15,,Shoulders,Dumbbell Shoulder Press,3,45,0.5566666666666666,1125.0,643.0
2018-03-15,,Chest,Flat Barbell Bench Press,8,40,0.7925000000000001,7060.0,5590.0
2018-03-15,,Shoulders,Front Dumbbell Raise,3,45,0.67,450.0,300.0
2018-03-15,,Chest,Incline Dumbbell Bench Press,4,48,0.71,2160.0,1532.0
2018-03-15,,Chest,Incline Hammer Strength Chest Press,3,45,0.22333333333333336,1350.0,904.0
2018-03-15,,Shoulders,Lateral Dumbbell Raise,3,45,0.67,450.0,300.0
2018-03-15,,Chest,Pec Dec,3,36,0.71,4680.0,3321.0
2018-03-19,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-03-19,,Back,Dumbbell Row,2,16,0.79,1040.0,820.0
2018-03-19,,Back,Pull Up,8,44,0.8300000000000001,9039.0,7415.0
2018-03-20,,Chest,Flat Barbell Bench Press,8,40,0.79,7190.0,5678.0
2018-03-21,,Legs,Barbell Squat,5,30,0.808,4675.0,3715.0
2018-03-21,,Legs,Dumbbell Lunge,3,30,0.75,1350.0,1011.0
2018-03-21,,Legs,Leg Press,3,30,0.75,7950.0,5961.0
2018-03-26,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-03-26,,Back,Dumbbell Row,3,22,0.79,1430.0,1128.0
2018-03-26,,Back,Pull Up,8,40,0.8300000000000001,8175.0,6673.0
2018-03-27,,Chest,Flat Barbell Bench Press,8,40,0.775,7040.0,5433.0
2018-03-30,,Legs,Barbell Squat,7,38,0.8171428571428571,6230.0,5061.0
2018-03-30,,Legs,Leg Extension Machine,3,15,0.86,1950.0,1677.0
2018-03-30,,Legs,Leg Press,3,30,0.75,8550.0,6411.0
2018-03-30,,Legs,Lying Leg Curl Machine,3,25,0.5733333333333334,900.0,774.0
2018-03-30,,Legs,Seated Calf Raise Machine,3,60,0.6,5400.0,3240.0
2018-04-03,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-04-03,,Back,Pull Up,6,51,0.6,9333.0,5599.0
2018-04-04,,Chest,Flat Barbell Bench Press,7,37,0.7828571428571429,6595.0,5169.0
2018-04-09,,Biceps,Cable Curl,3,36,0.6733333333333333,2040.0,1382.0
2018-04-09,,Triceps,Close Grip Dip,3,36,0.7200000000000001,6696.0,4821.0
2018-04-09,,Biceps,Dumbbell Hammer Curl,3,36,0.6166666666666666,780.0,485.0
2018-04-09,,Back,Dumbbell Row,4,31,0.775,1975.0,1529.0
2018-04-09,,Back,Hammer Strength Row,4,40,0.75,5200.0,3900.0
2018-04-09,,Back,Pull Up,9,44,0.6822222222222223,8981.0,6028.0
2018-04-09,,Triceps,Rope Push Down,3,36,0.6866666666666666,3480.0,2395.0
2018-04-10,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-04-10,,Chest,Flat Barbell Bench Press,9,35,0.7844444444444445,6105.0,4679.0
2018-04-10,,Chest,Pec Dec,4,23,0.7175,3030.0,2182.0
2018-04-16,,Back,Dumbbell Row,4,29,0.79,1885.0,1486.0
2018-04-16,,Back,Pull Up,9,46,0.6822222222222223,9382.0,6293.0
2018-04-18,,Shoulders,Dumbbell Shoulder Press,3,45,0.5566666666666666,1125.0,643.0
2018-04-18,,Chest,Flat Barbell Bench Press,8,33,0.7775,5850.0,4455.0
2018-04-18,,Shoulders,Front Dumbbell Raise,3,45,0.67,450.0,300.0
2018-04-18,,Chest,Incline Dumbbell Bench Press,4,48,0.71,2160.0,1532.0
2018-04-18,,Chest,Incline Hammer Strength Chest Press,3,45,0.22333333333333336,1350.0,904.0
2018-04-18,,Shoulders,Lateral Dumbbell Raise,3,45,0.67,450.0,300.0
2018-04-18,,Chest,Pec Dec,3,36,0.6966666666666667,4740.0,3302.0
2018-04-19,,Legs,Barbell Squat,3,24,0.7000000000000001,3720.0,2632.0
2018-04-20,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2018-04-24,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-04-24,,Back,Dumbbell Row,4,23,0.81,1610.0,1301.0
2018-04-24,,Back,Lat Pulldown,3,21,0.77,2860.0,2196.0
2018-04-24,,Back,Pull Up,10,68,0.5999999999999999,12512.0,7504.0
2018-04-25,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
